IndicatorCode,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWF_0017,HWWS_1,HWWS_1,HWWS_1,HWWS_1,HWWS_2,HWWS_2,HWWS_2,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGODAWS,SDGWSHBOD,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,UNICEF_ORS,WSH_1,WSH_10,WSH_10_HYG,WSH_10_SAN,WSH_10_WAT,WSH_2,WSH_20,WSH_20_HYG,WSH_20_SAN,WSH_20_WAT,WSH_3,WSH_30,WSH_30_HYG,WSH_30_SAN,WSH_30_WAT,WSH_4,WSH_5,WSH_6,WSH_7,WSH_8,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_DOMESTIC_WASTE_SAFELY_TREATED,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_HYGIENE_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_BASIC,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_OD,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_SANITATION_SAFELY_MANAGED,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_BASIC,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,WSH_WATER_SAFELY_MANAGED,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ors,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort,ort
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,,,,,,,,,,,,,,,29.7273,5.8444,3.0227,13.0888,7.7977,3.258,5.4119,14.7073,12.8374,11.0371,15.5655,30.0047,60.838,5.2529,6.166666666666667,,,,,,,,,,,,,,,,,51.4,,,,,57.6,,,,,,69.8,,,,264.0,69.5,26.0,33.903175,28.6205375,536.86,0.57,0.21,0.27657,0.23347,11.6,7038.0,2644.25,3437.3146374999997,2901.7280275000003,81.62,27566.78,20075.09,456.62,3051.95,12.94984,,,,,,,,,,,,,89.66267,89.68055666666667,89.69821333333334,89.71560333333333,89.73277333333334,89.74969333333333,89.7661,89.78195666666666,89.79728,,,,,79.57137666666667,79.60226,79.63303,79.96942333333334,80.29960333333334,80.62343,80.94113333333333,81.25537666666666,81.57992,81.89755,82.2085,82.51293666666668,82.81087333333333,83.10233,83.38751666666667,83.6665,83.93877333333334,84.20436333333333,84.46343,84.71613333333333,84.96256666666666,85.18429333333334,85.32123333333332,10.49563,10.465123333333333,10.434726666666668,9.86815,9.304536666666666,8.744079999999999,8.186603333333332,7.629989999999999,7.06408,6.503433333333334,5.94789,5.39734,4.851766666666667,4.311136666666666,3.7753,3.24418,2.7179233333333332,2.196353333333333,1.6792433333333332,1.2172599999999998,0.8034166666666667,0.3941333333333333,0.0,18.44325,18.44325,18.44325,18.39622,18.34918,18.30212,18.25503,18.20793,18.1608,18.11366,18.06649,18.0193,17.97209,17.92486,17.87761,17.83034,17.78304,17.73573,17.68839,17.64104,17.59366,17.52953,17.39491,76.48675333333334,76.55331666666666,77.71725333333335,78.88979333333333,80.07102666666667,81.26041,82.45814666666666,83.66851000000001,84.91262333333333,86.1596,87.40953,88.66239666666667,89.91797333333334,91.17612000000001,92.43690666666667,93.70026,94.89556666666668,95.61276,96.32317666666665,96.84082333333333,97.08006,97.28424333333334,97.67258666666667,84.33012,84.33012,84.07589,83.82011,83.56279,83.30393,83.04352,82.78157,82.51808,82.25305,81.98647,81.71835,81.44869,81.17748,80.90473,80.63044,80.3546,80.07722,79.7983,79.51783,79.14371,78.72924,78.57086,,,46.711126111111106,,,,,43.187244615384614,,,,52.6509948,,,,,,54.41722130434783,,,,,,69.59256185185185,,,,,,,,,29.533717777777774,,,,,,,,,,,,,,,,,,,,,72.3134162962963,,,,,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1925,90.19249,90.19249725,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,90.1925,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.8721,7.1078,12.1873,9.4071,9.2596,29.7055,37.6445,23.0582,16.5764,18.2457,23.8961,31.8324,30.6914,50.4942,99.2,,,,,,,,,,,,,29.8,,,,,,,13.21815,,,,,,,,,,,,10211.333333333334,7244.75,2544.5,3990.3012725,4208.9337775,13245.73,0.76,0.27,0.4197,0.4427,206.87,523654.0,183910.25,288426.53515,304229.70315,885.03,524750.48,457939.39,6427.92,30597.83,,,,,,,,,,,,,,,,,25.10385666666667,25.127956666666666,25.152226666666667,25.176713333333335,25.201369999999997,25.22624,25.25124,25.27641,25.301713333333335,25.32714,24.57426,25.05546,25.5365,26.06773,26.598969999999998,27.356896666666668,28.1301,28.479383333333335,29.385893333333332,30.30770666666667,31.244846666666664,32.19606666666667,33.02259,33.86273333333333,34.71659666666667,35.584156666666665,36.46537,37.35997,38.26790666666667,39.188806666666665,40.122616666666666,41.06907,41.13053333333333,50.871680000000005,49.43547666666666,48.00210666666666,46.48621,44.97564,43.47135333333333,41.972609999999996,41.178443333333334,39.518386666666665,37.86839333333334,36.22810333333334,34.59905,33.185633333333335,31.77733333333333,30.373823333333334,28.97498,27.580706666666668,26.191233333333333,24.806456666666666,23.426736666666667,22.05199,20.68239,20.60305666666667,18.735560000000003,19.15567,19.575509999999998,20.030263333333334,20.484703333333332,21.169226666666667,21.84951666666667,22.21993,22.97700333333333,23.747086666666664,24.530203333333333,25.325503333333334,26.03455333333333,26.75493,27.48669666666667,28.22984,28.984336666666668,29.74999,30.526773333333335,31.314423333333334,32.1129,32.92202,32.96687333333333,29.699726666666667,31.06826,32.43583666666667,33.87038666666667,35.303419999999996,36.73419333333333,38.163360000000004,39.010146666666664,40.574283333333334,42.13636666666667,43.69686333333333,45.254646666666666,46.62885333333333,48.00098,49.37132666666667,50.74001666666667,52.10718666666667,53.47264666666666,54.836526666666664,56.19851,57.55871333333334,58.91698666666667,58.99891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95654083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.180019583333333,,,,,,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.0,,,,,,,,,,,,,,,34.6566,28.1379,32.0675,31.4059,28.3699,33.8615,39.4032,48.8945,41.9204,52.8977,39.5646,45.8807,22.6653,33.272,3.9,,,,,,,,,,,,,,,,,,,17.0,,,,,36.0,,,,,,,,226.0,43.25,20.5,14.7816475,18.94639,,0.52,0.25,0.17669,0.22648,,3668.0,1740.0,1249.3907225,1601.4076400000001,,,,,,27.05284,36.47714,34.02871704,,,,,,,98.12270666666666,98.12283666666667,98.12297000000001,98.12309666666665,98.12322666666667,98.12336,98.12344,98.12350666666667,98.12357333333334,,,,,,,,,95.47737333333333,95.46905333333332,95.46085333333333,95.45277333333333,95.44483000000001,95.60468333333334,95.76464666666668,95.92472,96.08489333333334,96.24516666666666,96.40553666666666,96.56602666666667,96.72573333333332,96.88518333333333,97.04467999999999,97.20420666666666,97.36379333333332,97.52364,97.68377666666667,97.73433,97.72750333333333,97.72103666666668,97.72404333333334,0.06900333333333333,0.06897333333333333,0.06894333333333334,0.06891,0.06888,0.06829333333333333,0.06771333333333333,0.06713333333333334,0.06655333333333334,0.06597333333333333,0.0654,0.06482666666666666,0.06426333333333334,0.06370333333333333,0.06314666666666667,0.06258999999999999,0.06203,0.061470000000000004,0.06091,0.060353333333333335,0.05979333333333334,0.05923333333333334,0.05921666666666667,29.300583333333332,29.268379999999997,29.236333333333334,29.204449999999998,29.172700000000003,29.127256666666668,28.988673333333335,28.847170000000002,28.702740000000002,28.555353333333333,28.40498,28.2453,28.022949999999998,27.79729,27.567850000000004,27.33463666666667,27.097589999999997,26.856346666666667,26.612233333333332,26.368439999999996,26.104543333333336,25.837076666666665,25.706680000000002,89.40840333333334,89.41193666666668,89.41545,89.41897333333334,89.42244333333333,89.78845666666666,90.15494000000001,90.52187666666667,90.88929666666667,91.25718333333333,91.62555666666667,91.99438333333335,92.36455333333333,92.73531666666668,93.10633,93.47762,93.84915666666666,94.22085,94.59274666666666,94.96489666666668,95.33735666666666,95.71017,95.70966,74.06369333333333,74.08071666666667,74.09773333333334,74.11469666666666,74.13174666666667,74.14868333333332,74.16561666666666,74.18259333333333,74.19950333333334,74.21640666666667,74.23325333333334,74.25014,74.26296333333333,74.27438666666667,74.28585333333334,74.29726666666666,74.30872333333333,74.32107333333333,74.33431999999999,74.34845333333334,74.36347666666667,74.37944,74.39049999999999,,,,,,,,,,,,,,,17.42518157894737,,,,,35.11723176470588,,,,,,,,,,,,,,,,,,,,,,,,,68.99983789473684,,,,,60.026379999999996,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,,250.0,,,,,,,,,,11.7708,19.9113,33.7109,23.1889,44.2678,55.3524,53.0914,61.0446,38.941,28.5105,37.991,29.2788,46.7829,68.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,38.6,,,,,,,,5020.666666666667,3497.5,1259.25,2020.5513624999999,2050.2954425,,0.79,0.28,0.45671,0.46343,,240891.75,86733.0,139170.451185,141219.1465,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,9.96876,11.302296666666669,12.693233333333334,14.14199,15.64917,17.21519,18.840566666666664,20.525923333333335,22.271843333333333,22.304356666666667,22.338493333333332,22.374476666666666,,,,,,,,,,,,63.22979333333334,61.25555,59.275053333333325,57.28783666666667,55.29310666666667,53.29051333333334,51.27956666666666,49.259563333333325,47.229980000000005,47.16473666666667,47.09622666666667,47.02402333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99594333333334,44.58484000000001,45.15258333333333,45.69973666666667,46.22705666666667,46.73510666666667,47.22458333333333,47.696290000000005,48.150996666666664,48.18742,48.22566333333333,48.265973333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5534078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.972831875,,,,,,,,,,
STP,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,3.2708,1.2825,0.5079,0.8724,0.9499,7.0473,9.4812,9.2837,9.2268,6.9872,7.0173,3.7584,7.042,6.2408,16.666666666666668,,,,,,,,,,,,,,31.1,,,,,,31.4,,,49.0,,,,,49.1,,,,24.0,10.75,4.0,5.9614875,5.6466575,98.16,0.73,0.28,0.39536,0.37448,68.53,968.5,371.75,526.0253675,498.2452925,428.33,3547.86,3392.21,2363.35,14801.52,,,,,,,,,,,,40.057610000000004,39.99420333333333,39.93157333333333,39.869883333333334,39.809083333333334,41.35336,42.92709666666667,44.52858333333333,46.15603000000001,47.807716666666664,49.481966666666665,51.177166666666665,52.89175,54.624269999999996,54.66914,20.30230333333333,21.3454,22.39994333333333,23.457003333333333,24.514776666666666,25.695653333333336,26.88755,28.090203333333335,29.303359999999998,30.52657666666667,31.7598,33.00269333333333,34.25513,35.51549666666667,36.78389666666667,38.060203333333334,39.34437333333333,40.63638666666667,41.93622666666667,43.243893333333325,44.559400000000004,45.88281,45.90842,70.89518,69.65436,68.40208,67.14832,65.89505,64.64267666666666,63.39105333333333,62.14021333333333,60.890216666666674,59.64130333333333,58.39332666666667,57.146433333333334,55.90056666666667,54.65734,53.41649,52.17805666666667,50.94197,49.70817666666667,48.47661333333334,47.24721333333334,46.019913333333335,44.79461,44.76055,12.841103333333331,13.80876,14.782616666666668,15.75782,16.73337666666667,17.65375,18.582763333333332,19.520216666666666,20.465923333333336,21.41958,22.381116666666667,23.350303333333333,24.327026666666665,25.31049,26.30075666666667,27.29775666666667,28.30149,29.31195,30.329153333333334,31.35311333333333,32.38386666666667,33.42145333333334,33.42906,68.47873333333332,68.91957666666666,69.36404,69.80433333333333,70.23897333333333,70.66768333333333,71.09062,71.50779333333332,71.91920333333333,72.32471,72.72447,73.11842,73.50663666666667,73.88805666666667,74.26292666666667,74.63128666666667,74.99325,75.34890666666666,75.69836333333332,75.84976333333333,75.88457666666666,75.91294666666666,75.93160999999999,25.455346666666667,25.82314666666667,26.203883333333334,26.588996666666663,26.97677,27.366836666666668,27.75933333333333,28.154223333333334,28.55145333333333,28.950776666666666,29.352339999999998,29.755979999999997,30.161733333333334,30.567926666666665,30.97475,31.382093333333334,31.789943333333337,32.198299999999996,32.60714333333333,32.92046666666666,33.17704333333334,33.4315,33.46899,,,,,,,,,,,,,,,,,,51.864405714285716,,,,,,50.0844295652174,,,,,43.17585695652174,,,,,,,,,,,,,,,,,,,62.69812142857143,,,,,,60.599650000000004,,,,,46.310059565217394,
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6442,11.3161,0.0,0.4889,0.0157,0.4747,0.8618,1.8799,0.3987,1.1616,0.4812,0.5779,0.8297,2.9455,7.1000000000000005,,,,,,,,,,,,,,35.5,,,,,,43.6,,,,42.4,,,,,,,,27.333333333333332,10.0,3.5,5.6150649999999995,4.732575,22.74,0.65,0.22,0.35383,0.29822,13.36,604.25,205.25,330.12066,278.23731250000003,43.37,1680.92,904.68,340.45,1725.37,23.81762,23.82751,23.83491898,,,,,,,,,,,,,,,71.24511333333334,71.24423666666667,71.24381333333334,71.24383999999999,71.24434333333333,71.24527333333333,71.24670666666667,71.24856333333334,71.25089666666666,74.76174999999999,75.16847333333334,75.57485666666666,75.98071333333333,76.38614,77.12277,77.86285333333333,78.60737333333333,79.35642,80.11007333333333,80.86818666666666,81.63084666666667,82.39806,83.16983,83.94713999999999,84.72989333333334,85.51787,86.31091666666667,87.10890333333333,87.91157666666668,88.71889,88.72156666666666,88.72493333333334,11.363503333333334,10.866766666666669,10.370486666666666,9.874836666666665,9.379723333333333,8.89358,8.407776666666665,7.921533333333333,7.434786666666667,6.9474833333333335,6.459733333333333,5.971473333333333,5.482713333333333,4.99345,4.50313,4.01191,3.52002,3.027646666666667,2.534973333333333,2.0422100000000003,1.54951,1.5487966666666668,1.5478966666666665,30.771703333333335,31.109619999999996,31.44709333333333,31.784213333333337,32.12094,31.799743333333335,31.47472,31.14531,30.81146,30.473110000000002,30.13036333333333,29.783170000000002,29.431523333333335,29.07542666666667,28.71407333333333,28.34742,27.975543333333334,27.598456666666667,27.216133333333335,26.828686666666666,26.607676666666663,26.604583333333334,26.600696666666664,86.31596,86.89918999999999,87.48138999999999,88.06241333333332,88.64233333333334,89.21292666666666,89.78267666666666,90.35234000000001,90.92198333333333,91.49165666666666,92.06125333333334,92.63083,93.20037666666667,93.76990666666666,94.33991666666667,94.91024,95.48064666666666,96.05095,96.62096666666666,97.19046666666668,97.75929666666667,97.75979666666666,97.76042333333334,48.07191,48.34343666666666,48.61483333333334,48.8859,49.15673999999999,49.41469333333333,49.67165,49.92872666666667,50.186013333333335,50.44361,50.70132,50.959243333333326,51.21738333333334,51.47573333333333,51.735733333333336,51.9974,52.26055,52.52511333333333,52.79109,53.058233333333334,53.326699999999995,53.33197666666666,53.338606666666664,,,,,,,,,,,,,,,,43.076884444444445,,,,45.31579833333333,,,,,,,,45.45156884615385,,,,,,,,,,,,,,,,,,27.97099888888889,,,,60.460847777777786,,,,,,,,53.04409230769231,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.66666666666666,3.0,3.0,,,1.07,0.18,0.18,,,0.09,812.75,812.75,,,0.41,898.86,330.96,16.7,127.21,79.78519,81.97028,81.96881104,,,,,,,,,,,,,,,,,,,,,,,,99.81946333333333,99.82739,99.83073999999999,99.65033999999999,99.45158333333332,99.25257333333333,99.05332,98.85380333333335,98.65405,98.45403666666668,98.25306333333333,98.05173,97.85087333333333,97.64978333333333,97.44845333333335,97.45528666666667,97.46236333333333,97.46967666666666,97.46946666666666,97.46949,97.46975333333334,97.47025333333333,97.47099666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.26532,84.27054666666668,84.26867666666668,84.11694666666666,83.94362666666667,83.77014,83.59645333333333,83.42259666666666,83.24862666666667,83.07444333333333,82.89495666666666,82.7156,82.54128,82.36680333333334,82.19217666666667,82.188,82.18504,82.18330666666667,82.17518666666666,82.16827666666667,82.16258666666667,82.15814666666667,82.15496333333333,97.89362999999999,97.89314,97.89209,97.89103999999999,97.88999000000001,97.88894,97.88788333333333,97.88682666666666,97.88577666666667,98.20405333333333,98.6032,99.00385,99.40553,99.54463,99.79728,99.79742666666668,99.79753666666666,99.79760666666668,99.79764,99.79763666666668,99.79759666666666,99.79751666666668,99.7974,92.17965,92.17799,92.81333,93.44967,94.08702,94.72538,95.36474,96.0051,96.64649,97.28888,97.93309,98.57904,98.82872,98.86433,98.89993,98.93553,98.97113,99.00673,99.04233,99.07793,99.11353,99.14913,99.18473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.666666666666668,0.5,0.5,,,,0.18,0.18,,,,231.5,231.5,,,,,,,,67.20513,65.22262,82.07793427,,,,,,,,,,,,,,,,,,,,,,,,99.11168,99.11168,99.11168,99.11168,99.11168,99.11168,99.11168,99.05831,99.00494,98.95157,98.8982,98.84484,98.79147,98.7381,98.68473,98.63136,98.578,98.52463,98.47126,98.41789,98.36453,98.31116,98.31116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75493,41.92333,44.15049,46.43694,48.7832,51.18982,53.66814,56.16689,58.73014,61.47698,64.28428,67.1525,70.08209,73.07351,76.12722,79.24368,80.97411,82.01331,83.05648,83.45947,83.64574,83.8301,84.04144,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,91.10523,91.10523,91.10523,91.10523,91.10523,91.10523,91.10523,91.10523,91.10523,91.10523,91.78527,92.46532,93.14536,93.8254,94.50545,95.18549,95.86553,96.54558,97.22562,97.90567,98.27432,98.27432,98.27432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.33333333333334,25.5,25.5,,,0.0,0.18,0.18,,,0.59,1173.75,1173.75,,,0.0,1444.96,417.38,16.02,87.33,95.2005,96.98074,92.83252716,,,,,,,,,,,,,,,,,,,,,,,,99.14617333333332,99.13821666666666,99.12893333333334,99.11964,99.11033333333334,99.10101666666667,99.0917,99.08237333333334,99.07301666666666,99.06363333333333,99.05422,99.04476,99.03523333333332,99.02565,99.01600333333333,99.00630666666666,98.99655,98.98674,98.97688000000001,98.96697333333333,98.95702333333334,98.94703333333332,98.94674666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94505666666667,93.96894000000002,93.99174666666666,94.01456333333333,94.03735,94.06011666666666,94.08363333333334,94.10785333333332,94.13204666666667,94.15618666666667,94.18027,94.20562666666666,94.23216333333335,94.25854666666665,94.28480333333334,94.31093666666668,94.33691666666668,94.36278333333333,94.38846666666666,94.41399,94.43936000000001,94.46457,94.46816,99.20079333333332,99.22438333333334,99.24802666666666,99.27164666666665,99.29524666666667,99.31882,99.34252666666667,99.36633666666667,99.39009333333333,99.41379,99.43742666666667,99.46121,99.48508666666667,99.50883666666668,99.53246999999999,99.55599333333333,99.57940666666667,99.60271333333333,99.62590666666667,99.64899333333334,99.67198333333333,99.69488333333334,99.69502666666666,99.3919,99.40435,99.41695,99.42949,99.44196,99.45436,99.46716,99.48026,99.4932,99.50597,99.52668,99.54783,99.56925,99.59031,99.61101,99.63139,99.65142,99.67114,99.69053,99.70961,99.72807,99.73845,99.73888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
